toucan.createAuction.step.customizePool.priceRange.fullRange.description	Your liquidity will be evenly distributed across a full range V4 position. Any excess auction tokens will be withdrawable after the auction concludes.
toucan.createAuction.step.customizePool.priceRange.fullRange.menuDescription	Your liquidity will be evenly distributed across a full range V4 position.
toucan.createAuction.step.customizePool.priceRange.title	Price range
toucan.createAuction.step.customizePool.timeLock	Liquidity timelock (optional)
toucan.createAuction.step.customizePool.timeLock.description	The post-auction LP can be locked via Uniswap’s Timelock contract for any duration. Participants in the auction will be able to see locked liquidity position and its duration.
toucan.createAuction.step.customizePool.timeLock.dropdownLabel	Timelock
toucan.createAuction.step.customizePool.timeLock.preset.custom	Custom
toucan.createAuction.step.customizePool.timeLock.preset.oneYear	1 year
toucan.createAuction.step.customizePool.timeLock.preset.permanent	Permanent
toucan.createAuction.step.customizePool.timeLock.preset.sixMonths	6 months
toucan.createAuction.step.customizePool.timeLock.preset.thirtyDays	30 days
toucan.createAuction.step.customizePool.timeLock.unlockDate	Unlock date
toucan.createAuction.step.customizePool.title	Pool details
toucan.createAuction.step.reviewLaunch.auctionAmount	Auction amount
toucan.createAuction.step.reviewLaunch.buybackAndBurn	Buyback and burn
toucan.createAuction.step.reviewLaunch.enabled	Enabled
toucan.createAuction.step.reviewLaunch.poolDetails	Pool details
toucan.createAuction.step.reviewLaunch.poolOwner	Pool owner
toucan.createAuction.step.reviewLaunch.sendFees	Send fees
toucan.createAuction.step.reviewLaunch.startDate	Start date
toucan.createAuction.step.reviewLaunch.timeLock	Time lock
toucan.createAuction.step.tokenInfo	Add token info
toucan.createAuction.step.tokenInfo.createNew	Launch with new token
toucan.createAuction.step.tokenInfo.createNew.description	Create a new token and launch an auction for it.
toucan.createAuction.step.tokenInfo.descriptionField	Description
toucan.createAuction.step.tokenInfo.descriptionPlaceholder	Briefly describe your token
toucan.createAuction.step.tokenInfo.existing	Launch with existing token
toucan.createAuction.step.tokenInfo.existing.description	Utilize tokens already in your wallet to launch a new auction.
toucan.createAuction.step.tokenInfo.fetchError	Unable to load token data. Please try again.
toucan.createAuction.step.tokenInfo.image.error.failed	Something went wrong uploading your image. Please try again.
toucan.createAuction.step.tokenInfo.image.error.invalidType	Choose a PNG, JPG, WebP, or GIF image.
toucan.createAuction.step.tokenInfo.image.error.rejected	That image cannot be used. Please choose another.
toucan.createAuction.step.tokenInfo.image.error.tooLarge	Image must be 2 MB or smaller.
toucan.createAuction.step.tokenInfo.image.upload	Upload token image
toucan.createAuction.step.tokenInfo.invalidTokenSelected	This token is not supported. Please select a different token.
toucan.createAuction.step.tokenInfo.name	Name
toucan.createAuction.step.tokenInfo.namePlaceholder	Untitled Token
toucan.createAuction.step.tokenInfo.network	Network
toucan.createAuction.step.tokenInfo.noWallet	No wallet detected
toucan.createAuction.step.tokenInfo.noWallet.createNew	Connect your wallet to create a new token
toucan.createAuction.step.tokenInfo.noWallet.existing	Connect your wallet to select a token to use.
toucan.createAuction.step.tokenInfo.optional	(optional)
toucan.createAuction.step.tokenInfo.selectToken	Select token
toucan.createAuction.step.tokenInfo.subtitleCreateNew	Input information about your new token. These details cannot be changed after creation.
toucan.createAuction.step.tokenInfo.subtitleExisting	Select an existing token and input additional information.
toucan.createAuction.step.tokenInfo.ticker	Ticker symbol
toucan.createAuction.step.tokenInfo.tickerPlaceholder	$TICKER
toucan.createAuction.step.tokenInfo.title	Token info
toucan.createAuction.step.tokenInfo.websiteLink	Website link
toucan.createAuction.step.tokenInfo.xProfile	X Profile
toucan.createAuction.step.tokenInfo.xProfile.connect	Connect to verify ownership
toucan.createAuction.step.tokenInfo.xProfile.connecting	Connecting...
toucan.createAuction.step.tokenInfo.xProfile.disconnect	Disconnect
toucan.createAuction.step.tokenInfo.xProfile.error	Failed to connect X. Please try again.
toucan.createAuction.step.tokenInfo.xProfile.failedToInitiate	Failed to initiate X verification.
toucan.createAuction.step.tokenInfo.xProfile.popupBlocked	Popup blocked. Please allow popups for this site.
toucan.createAuction.step.tokenInfo.xProfile.walletChanged	Your wallet changed. Reconnect X to verify ownership.
toucan.createAuction.title	Launch auction
toucan.createAuction.tokenSummaryCard.auctioning	Depositing {{amount}} tokens
toucan.createAuction.tokenSummaryCard.launchingWithDuration	Launching on {{date}} for {{duration}}
toucan.createAuction.transaction.canceled	Auction launch canceled
toucan.createAuction.transaction.canceling	Canceling auction launch
toucan.createAuction.transaction.failed	Auction launch failed
toucan.createAuction.transaction.pending	Launching auction
toucan.createAuction.transaction.success	Auction launched
toucan.createAuction.walletRequired	Connect a wallet to launch the auction
toucan.creator.migrate.availableIn	Migration available in {{time}}
toucan.creator.migrate.button	Create trading pool
toucan.creator.migrate.complete	Trading pool created
toucan.creator.migrate.description	This auction met its funding goal. A one-time migration moves the raised funds into a Uniswap v4 pool so the token can be traded. Anyone can trigger it.
toucan.creator.migrate.notYetAvailable	Migration not yet available
toucan.creator.migrate.title	Finalize the token launch
toucan.creator.sweep.availableToWithdraw	Available to withdraw
toucan.creator.sweep.confirm.failed.description	You’ll receive the full token supply you deposited into the auction.
toucan.creator.sweep.confirm.graduated.description	You’ll receive the tokens that weren’t sold in the auction.
toucan.creator.sweep.failed.description	This auction failed to launch. You may now withdraw the tokens you deposited into the auction.
toucan.creator.sweep.failed.title	Withdraw your tokens
toucan.creator.sweep.graduated.description	Excess tokens from your auction can now be withdrawn to your wallet {{address}}
toucan.creator.sweep.graduated.title	Recover unsold tokens
toucan.creator.sweep.graduated.withdrawn.description	You have withdrawn the excess tokens from your auction.
toucan.creator.sweep.youWithdrew	You withdrew
toucan.details.auction	Auction
toucan.details.auctionSupply	Auction supply
toucan.details.clearingPrice	Clearing price
toucan.details.duration	Duration
toucan.details.kyc	Identity verification
toucan.details.no	No
toucan.details.now	Now
toucan.details.postAuctionLiquidity	Post-auction liquidity
toucan.details.projected	Projected
toucan.details.projectedSupplyNote	Amounts after now are projected and depend on future demand.
toucan.details.raiseCurrency	Raise currency
toucan.details.seeFullDetails	See full details
toucan.details.startDate	Start date
toucan.details.supplySchedule	Supply schedule
toucan.details.tab.details	Details
toucan.details.tab.howItWorks	How it works
toucan.details.tokensReleased	Tokens released:
toucan.details.totalReleased	Total released:
toucan.details.whitelist	Whitelist
toucan.details.yes	Yes
toucan.filter.active	Active
toucan.filter.quickLaunches	Quick launches
toucan.filter.quickLaunches.tooltip	Quick launches use Uniswap’s preset auction: fixed supply, one clearing price for everyone, liquidity locked forever.
toucan.filter.status	Status
toucan.filter.verified	Verified
toucan.filter.verifiedLaunch.tooltip	Verified Launch means the launch has met certain objective, verifiable criteria. It is not an endorsement or recommendation. Top auctions are sorted by total committed volume and may include ongoing and completed auctions.
toucan.geoRestriction.button	{{tokenSymbol}} is unavailable in your region
toucan.geoRestriction.buttonGeneric	This token is unavailable in your region
toucan.geoRestriction.someRegions.description	{{tokenSymbol}} is not tradable in some regions. Bypassing this restriction is prohibited.
toucan.geoRestriction.someRegions.descriptionGeneric	This token is not tradable in some regions. Bypassing this restriction is prohibited.
toucan.helpModal.continue	Continue
toucan.helpModal.description	This auction is powered by Uniswap’s CCA protocol which enables fair token auctions. Everyone pays the same price for tokens as the auction progresses.
toucan.helpModal.disclaimer.collapsed	Disclaimer: Uniswap Labs has not independently reviewed or verified any token or project displayed.
toucan.helpModal.disclaimer.expanded1	The appearance of a token on this interface does not constitute a recommendation, endorsement, or solicitation.
toucan.helpModal.disclaimer.expanded2	All token information is provided by third-party sources and is displayed for informational purposes only.
toucan.helpModal.disclaimer.seeMore	See more
toucan.helpModal.learnMore	Learn how Uniswap Token Auctions work
toucan.helpModal.step1	Set your max budget
toucan.helpModal.step2	Bid the price you want to pay
toucan.helpModal.step3	Start receiving tokens
toucan.helpModal.title	This is a Continuous Clearing Auction.
toucan.kyc.failed.contactSupport	Contact {{provider}} support for assistance
toucan.kyc.failed.description	{{provider}} was not able to verify your identity. If you believe this is an error or want to appeal, contact {{provider}} support.
toucan.kyc.failed.title	Identity verification failed
toucan.kyc.generalSaleStartsSoon	General sale starts soon
toucan.kyc.interstitial.continue	Proceed to verification
toucan.kyc.interstitial.description	{{teamName}} requires identity verification to place a bid. Verification is completed directly with {{provider}} and only needs to be done once for this auction. Uniswap Labs does not perform identity verification or collect your verification information.
toucan.kyc.interstitial.disclaimer	By continuing, you acknowledge that you’ll be subject to {{providerName}} <termsLink>Terms of Service</termsLink> and <privacyLink>Privacy Policy</privacyLink>, as applicable.
toucan.kyc.interstitial.title	Identity verification required
toucan.kyc.requiredByTeam	Required by {{teamName}}
toucan.kyc.verificationFailed	Verification failed
toucan.kyc.verificationInProgress	Verification in progress
toucan.kyc.verificationRetry	Retry verification
toucan.kyc.verifyIdentity	Verify identity to bid
toucan.kyc.verifyIdentity.notVerified	You have not verified your identity and cannot participate in this auction
toucan.kyc.verifyIdentity.notWhitelisted	This auction is in pre-bidding and is only open to allowlisted wallets
toucan.kyc.verifyIdentity.pending	Verification is in progress
toucan.kyc.verifyIdentity.verified	You have successfully verified your identity and can participate in this auction
toucan.kyc.verifyIdentity.whitelisted	You are whitelisted to participate in this auction
toucan.launchToken.custom.description	Run a fully configurable token auction built for fair price discovery
toucan.launchToken.custom.feature.durations	Custom durations
toucan.launchToken.custom.feature.kyc	KYC capabilities
toucan.launchToken.custom.feature.liquidity	Advanced liquidity configurations
toucan.launchToken.custom.title	Custom Launch
toucan.launchToken.modal.subtitle	Select the option that best suits your project.
toucan.launchToken.modal.title	Launch a token
toucan.launchToken.pools.description	Launch memecoins quickly with default presets for fast, fair distribution.
toucan.launchToken.pools.feature.creatorFees	Optional creator fees
toucan.launchToken.pools.feature.crowdfund	4-hour crowd funding or instant launch
toucan.launchToken.pools.feature.presets	Default presets
toucan.launchToken.pools.poweredBy	Powered by
toucan.launchToken.pools.title	Pools.trade
toucan.liquidityLockedBadge.label	Liquidity locked forever
toucan.liquidityLockedBadge.tooltip	The auction proceeds and paired tokens sit in a permanently locked Uniswap v4 position. Liquidity can never be pulled.
toucan.poolsTradeBadge.tooltip	This token was launched on {{launchpad}}
toucan.simulation.budgetSpent	Budget spent
toucan.simulation.description	Continuous Clearing Auctions, or CCAs, spread token distribution over time through gradual batch releases.
toucan.simulation.exampleBid	{{budget}} @ {{maxFdv}} max FDV
toucan.simulation.step1.description	Input the total amount of tokens you want to spend, and the maximum price you are willing to pay for the bid.
toucan.simulation.step1.title	Set your max budget and max price
toucan.simulation.step2.description	As each batch drops, you receive tokens if your max price is within the current price range. Everyone in each batch pays the same price. You stop receiving tokens once the price exceeds your limit.
toucan.simulation.step2.title	Start receiving tokens
toucan.simulation.step3.description	At the end of the auction, you can claim any tokens you received through your bids. Any unused budget will be refunded to you.
toucan.simulation.step3.title	Claim your tokens and remaining budget
toucan.simulation.title	Example
toucan.simulation.tokensReceived	Total tokens received
toucan.simulation.tooltipTokensReceived	Tokens received:
toucan.statsBanner.aboveFloor	above floor
toucan.statsBanner.bidsConcentratedAt	Bids concentrated at
toucan.statsBanner.clearingPrice	Current clearing price
toucan.statsBanner.committed.cancelDisclaimer	This auction requires {{amount}} of committed volume to launch. Otherwise, all bids will be refunded.
toucan.statsBanner.committed.cancelDisclaimerCompleted	This auction required {{amount}} of committed volume to launch. All bids are refundable.
toucan.statsBanner.committed.filled	Filled
toucan.statsBanner.committed.highFloorInfo	This auction has a high floor price with a minimum FDV of {{fdv}}. It currently has {{committed}} in bid volume, out of {{required}} required to launch. If the auction ends below that amount, all bids will be refunded.
toucan.statsBanner.committed.inRange	In range
toucan.statsBanner.committed.lowVolumeHighFdv	This CCA auction has low bid volume and a high FDV.
toucan.statsBanner.committed.outOfRange	Out of range
toucan.statsBanner.committed.total	Total committed
toucan.statsBanner.currentValuation	Current FDV
toucan.statsBanner.finalClearingPrice	Final clearing price
toucan.statsBanner.pastHour	past hour
toucan.swap.returnTo	Return to {{tokenName}}
toucan.swap.returnToAuction	Return to auction
toucan.timeline.allowlistOnly	Allowlist only
toucan.timeline.auctionEnds	Auction ends
toucan.timeline.auctionEnds.description	Token emission is complete and the final clearing price is set. Bidders above the clearing price can now exit their bids to receive tokens and any currency refunds. Bids below the clearing price can be fully refunded.
toucan.timeline.auctionEnds.description.future	Token emission will be complete and the final clearing price will be set. Bidders above the clearing price will be able to exit their bids to receive tokens and any currency refunds. Bids below the clearing price will be fully refunded.
toucan.timeline.auctionFailed	Auction failed to launch.
toucan.timeline.auctionFailed.description	This auction did not raise the required amount ({{requiredAmount}}) and no tokens will be distributed. All funds used in bids can now be withdrawn.
toucan.timeline.auctionStarted	Auction started
toucan.timeline.auctionStarted.allowlist.description	The auction is live for allowlisted users. Tokens are being released according to the supply schedule and the clearing price adjusts in real-time as bids are submitted. Place bids above the current clearing price to participate.
toucan.timeline.auctionStarted.allowlist.description.future	The auction will go live for allowlisted users. Tokens will be released according to the supply schedule and the clearing price will adjust in real-time as bids are submitted. Place bids above the clearing price to participate.
toucan.timeline.auctionStarted.description	The auction is live. Tokens are being released according to the supply schedule and the clearing price adjusts in real-time as bids are submitted. Place bids above the current clearing price to participate.
toucan.timeline.auctionStarted.description.future	The auction will go live. Tokens will be released according to the supply schedule and the clearing price will adjust in real-time as bids are submitted. Place bids above the clearing price to participate.
toucan.timeline.generalSaleStarts	General sale starts
toucan.timeline.generalSaleStarts.description	The allowlist period is over. Anyone can now place bids. Tokens continue to be released according to the supply schedule and the clearing price adjusts in real-time as bids are submitted.
toucan.timeline.generalSaleStarts.description.future	The allowlist period will end. Anyone will be able to place bids. Tokens continue to be released according to the supply schedule and the clearing price adjusts in real-time as bids are submitted.
toucan.timeline.preSaleEnds	Pre-sale ends
toucan.timeline.preSaleEnds.description	The early access phase is over. Token emission begins, bidding opens to all participants, and the clearing price will start adjusting based on accumulated and incoming bid demand.
toucan.timeline.preSaleEnds.description.future	The early access phase will end. Token emission will begin, bidding will open to all participants, and the clearing price will start adjusting based on accumulated and incoming bid demand.
toucan.timeline.preSaleStarts	Pre-sale starts
toucan.timeline.preSaleStarts.description	The auction is open for early bidding but no tokens are being released yet. This phase may be restricted to whitelisted participants — a valid proof or credential may be required to place a bid. Check with the token team for specific eligibility requirements. Bids can be submitted at any price above the floor price to establish your position before token emission begins.
toucan.timeline.preSaleStarts.description.future	The auction will open for early bidding but no tokens will be released yet. This phase may be restricted to whitelisted participants — a valid proof or credential may be required to place a bid. Check with the token team for specific eligibility requirements. Bids will be submittable at any price above the floor price to establish your position before token emission begins.
toucan.timeline.title	Timeline
toucan.timeline.tokensClaimable	Token available to trade
toucan.timeline.tokensClaimable.description	The claim window is open. Bidders who have exited their bids can now claim their tokens. Once claimed, tokens are freely transferable and available to trade.
toucan.timeline.tokensClaimable.description.future	The claim window will open. Bidders who have exited their bids will be able to claim their tokens. Once claimed, tokens will be freely transferable and available to trade.
toucan.timeline.tokensClaimable.restricted	Token available to claim
toucan.timeline.tokensClaimable.restricted.description	The claim window is open. Bidders who have exited their bids can now claim their tokens. Trading is restricted until the Token Generation Event (TGE).
toucan.timeline.tokensClaimable.restricted.description.future	The claim window will open. Bidders who have exited their bids will be able to claim their tokens. Trading will be restricted until the Token Generation Event (TGE).
toucan.topVerifiedAuctions.seeAll	See all auctions
toucan.topVerifiedAuctions.title	Top verified auctions
toucan.withdraw.avgCost	Avg cost: {{cost}} {{symbol}}
toucan.withdraw.noTokens	No tokens available to withdraw
toucan.withdraw.partialFillInfo	Some of your bids did not fully fill. You will be refunded the unused portion of your bid.
toucan.withdraw.title	Withdraw balance
wallet.appSignIn	Sign in with the app
wallet.connecting.description	Complete connection in your wallet
wallet.connecting.solanaPrompt	Use Solana on Uniswap
wallet.connecting.solanaPrompt.button	Use Solana
wallet.connecting.solanaPrompt.description	You’ll be asked to connect again in MetaMask
wallet.connecting.solanaPrompt.noWalletDetected.description	Install a Solana-compatible wallet to continue
wallet.connecting.solanaPrompt.noWalletDetected.header	No Solana wallet detected
wallet.connecting.title.evm	Connect to {{walletName}}
wallet.connecting.title.svm	Connect to {{walletName}} on Solana
wallet.connectingAgreement	By connecting a wallet, you agree to Uniswap Labs’ <termsLink>Terms of Service</termsLink> and consent to its <privacyLink>Privacy Policy</privacyLink>.
wallet.connectionFailed.message	Connection attempt failed. Please try again, following the steps to connect in your wallet.
wallet.mismatch.popup.description	Some features are not supported by your connected wallet.
wallet.mismatch.popup.title	Limited wallet support
wallet.other	Other wallets
wallet.scanToConnect	Scan QR code to connect
wallet.wrongNet	Your wallet is connected to the wrong network.
walletConnect.dapps.empty.description	Connect to an app by scanning a code via WalletConnect
walletConnect.dapps.manage.empty.title	No apps connected
walletConnect.dapps.manage.title	Connections
walletConnect.error.connection.message	{{dappName}} has requested only unsupported chains. Uniswap Wallet currently supports the following chains: {{chainNames}}.
walletConnect.error.connection.title	Connection Error
walletConnect.error.general.message	There was an issue with WalletConnect. Please try again
walletConnect.error.general.title	WalletConnect Error
walletConnect.error.scantastic.message	There was an issue with your QR code. Please try again
walletConnect.error.scantastic.title	Invalid QR Code
walletConnect.error.unsupported.message	Make sure that you’re scanning a valid WalletConnect, Ethereum address, or Uniswap Extension QR code before trying again.
walletConnect.error.unsupported.title	Invalid QR Code
walletConnect.error.unsupportedV1.message	WalletConnect v1 is no longer supported. The application you’re trying to connect to needs to upgrade to WalletConnect v2.
walletConnect.error.unsupportedV1.title	Invalid QR Code
walletConnect.error.uwu.scan	There was an issue scanning this QR code.
walletConnect.error.uwu.title	UwU Link error
walletConnect.error.uwu.unsupported	This QR code is not supported.
walletConnect.pending.button.connect	Connect
walletConnect.pending.button.reject	Reject
walletConnect.pending.button.scrollDown	Scroll down to connect
walletConnect.request.bundledTransactions.label_one	Single bundled transaction
walletConnect.request.bundledTransactions.label_other	{{count}} bundled transactions
walletConnect.request.button.scrollDown	Scroll down to sign
walletConnect.request.button.sign	Sign
walletConnect.request.details.label.sending	Sending
walletConnect.request.details.label.token	Token
walletConnect.request.details.label.tokens	Tokens
walletConnect.request.error.insufficientFunds	You don’t have enough {{currencySymbol}} to complete this transaction.
walletConnect.request.error.network	Internet or network connection error
walletConnect.request.warning.batch.message	Be careful: this request contains multiple transactions and could transfer assets
walletConnect.request.warning.general.message	Be careful: this message may transfer assets
walletConnect.request.warning.message	In order to sign messages or transactions, you’ll need to import the wallet’s recovery phrase.
walletConnect.request.warning.title	This wallet is in view-only mode
{{reason}}
